Date,XLE,QQQ,VXX,XLF,XLP,XLC,XLB,XLU,XLV,IWM,XLY,DIA,XLK,SPY,XLI,XLRE
2018-06-26,0.0135359116022097,-0.0136062332829398,0.053639846743295,-0.0123641813413264,-0.0021288949100057,-0.0086816071068039,-0.0031125713297596,0.0048402710551791,-0.0085182963407317,-0.0160202360876896,-0.012946754194019,-0.0063872749000699,-0.0136474644447637,-0.0082842415316641,-0.0080600333518621,-0.0027777777777776
2018-06-27,-0.0013627691469064,0.0086064607403915,0.0181818181818183,0.0087253414264036,0.0,0.009979633401222,0.0038161318300087,-0.0003853564547204,0.0013310745401742,0.0030603501040518,0.0078514686864954,0.0039814200398142,0.0122341974949025,0.0057174679784666,0.0014009526478007,0.0099040544722996
2018-06-28,0.0061408296943232,0.002688486265342,-0.0581632653061224,0.0,-0.0005818463925524,-0.0012099213551119,0.0034560221185415,0.0015420200462605,0.0020543806646526,-0.0006712228459847,0.0017413619283292,0.0026850627891605,-0.000431654676259,0.0014396987707185,0.0020984890878565,0.0024517315353969
2018-06-29,-0.0146480401464803,0.0067031942177664,0.0222101841820152,0.0048890560361036,-0.0058218513487289,0.0062588330304866,-0.0053383847081109,0.0071208622016936,0.0031355523396046,0.0068999206203821,0.0013723696248857,0.0,0.0089247157046208,0.002138012385727,0.0022337009632837,-0.0058086212167531
2018-07-02,0.0061940812112868,-0.0115801053789589,0.0,-0.0089820359281436,0.0023423775131758,-0.0122391653290531,-0.0017313019390582,0.0028664246130325,0.0024044241404181,0.0003638568829593,-0.0050251256281407,-0.0044081901701478,-0.0118419175345984,-0.0035312293092033,-0.0032037888285276,0.0058425584255841
2018-07-03,-0.0009575923392611,0.0124187218089157,-0.0418653948065713,0.0022658610271901,0.0138266796494643,0.0152346130408287,0.0086715227193894,0.0053353658536585,0.0103142240345406,0.0113967022308438,0.0049586776859502,0.007820905404287,0.0141495812879004,0.0081579918789223,0.0048910005589715,0.013145826964231
2018-07-05,0.0060249212652334,0.0155644274720823,-0.0496448077986725,0.0048982667671439,0.003073376872839,0.0158063225290117,0.0049862448418158,0.0077710386656557,0.0143637226970561,0.0084512107408294,0.0078581871345029,0.0043112297269554,0.0116742596810934,0.0084581304236388,0.0034765679321373,0.0042245021122511
2018-07-06,0.0149720974547433,0.0090018231540565,-0.0548480232796053,0.0228721409823771,-0.0038299502106471,0.0057120346661414,0.0088964927288279,-0.0308444611623095,0.007372732592159,0.0063001485884102,0.0119673617407072,0.0132461161079313,0.007599211933577,0.0090044295984312,0.0185698447893569,-0.0093149038461539
2018-07-09,0.0073756202226098,0.0007340485601354,-0.0212438423645319,-0.0036656891495601,0.011918492887351,-0.00039169604387,0.0084788875699508,0.0095090238695905,0.0038336431226766,-0.0045478707695942,0.0021501523024547,0.0056084570690768,0.0023743016759776,0.0035984166966533,0.0031292517006802,0.0048528965726419
2018-07-10,-0.0211661341853035,-0.0050781470405686,0.0330292544825419,-0.0047829286239882,-0.0032294832826748,-0.0013714733542319,-0.0168152009416512,0.0090349865436369,-0.0079851868996643,-0.0084846327281356,-0.0023243339889147,-0.008626569835092,-0.0039013515396405,-0.0073144496235207,-0.0164112301641123,-0.0030184123151223
2018-07-11,0.001767985856113,0.0172404015198774,-0.0255785627283801,0.0018484288354898,-0.0013340956737183,0.0156955071610751,0.0023943902856164,0.0007620499142693,0.0111992533831077,0.0048471066961879,0.0066308243727599,0.0089849441476443,0.0158064064904184,0.0090659539117243,0.0117209045780475,0.0024220405691794
2018-07-12,0.0052945967960902,0.000836260244188,-0.0084814453124999,-0.0044280442804428,0.0064885496183206,-0.0015452965037667,-0.0005118580447023,0.0001903674090995,0.0017305029995384,-0.0029776083849452,0.0022253872173758,0.0036101083032489,-0.0011016248967226,0.0007874861295056,0.0051792285675342,-0.0033222591362126
2018-07-13,-0.0116137744767049,-0.0023952762923351,-0.0153991618364744,0.0177909562638991,-0.0047402351156616,-0.0029019152640742,-0.0080232161147149,-0.0009516558812332,-0.0059887135782563,-0.0038824513200332,0.0024868993693933,0.001878497202238,-0.0023435346015991,-0.0008941664580278,-0.0040677966101694,-0.0054545454545454
