Date,XLE,QQQ,VXX,XLF,XLP,XLC,XLB,XLU,XLV,IWM,XLY,DIA,XLK,SPY,XLI,XLRE
2018-06-21,-0.018521059130196083,-0.008692707157371804,0.06606419445310063,-0.0029325513196482023,0.0019565642731365074,-0.006128904705417049,-0.010634648370497435,0.0033844316145730247,-0.0057995028997513964,-0.009354591986821204,-0.007123141305315661,-0.007952608942627615,-0.007683710533668564,-0.00626879733304353,-0.012554585152838471,0.0059673366834172015
2018-06-22,0.019988817444785978,-0.0022207037922788997,-0.02601578485822864,-0.004779411764705865,0.008201523140011657,0.004376367614879584,0.014563106796116498,0.00694444444444442,0.0045238095238093745,-0.00332581066634996,-0.001703883059815392,0.004867075664621634,-0.0032380684217936384,0.0018232205367560983,0.003454947484798243,0.008741804558226596
2018-06-25,-0.020145265177470173,-0.022541802202819095,0.14345738295318133,-0.010712966383450317,0.0050358318806895674,-0.020598138245197073,-0.01555023923444987,0.016551724137931156,-0.009125385162360722,-0.016327017042068737,-0.021739130434782483,-0.013757173674142198,-0.020762711864406813,-0.013612870350149242,-0.012670431070100574,-0.0024760136180750347
2018-06-26,0.012587412587412583,0.004086875291919645,-0.04094488188976386,-0.003360716952949927,-0.004239737907111185,0.0016177957532861331,0.00381878146155179,0.0011630160883890905,-0.0031096758760914556,0.00581536224860657,0.007162534435261714,0.0014857001361892053,0.004038655704601268,0.0022140221402215943,0.0037662156507183298,0.0052745888923364515
2018-06-27,0.013535911602209794,-0.013606233282939861,0.05363984674329503,-0.012364181341326441,-0.0021288949100057852,-0.00868160710680399,-0.003112571329759617,0.004840271055179146,-0.008518296340731757,-0.016020236087689654,-0.012946754194019028,-0.006387274900069961,-0.013647464444763724,-0.008284241531664183,-0.008060033351862117,-0.002777777777777657
2018-06-28,-0.0013627691469064729,0.008606460740391508,0.0181818181818183,0.008725341426403688,0.0,0.009979633401222099,0.003816131830008729,-0.00038535645472048685,0.0013310745401742263,0.003060350104051812,0.007851468686495444,0.003981420039814276,0.01223419749490251,0.005717467978466617,0.0014009526478007128,0.009904054472299695
2018-06-29,0.00614082969432328,0.002688486265342016,-0.05816326530612248,0.0,-0.000581846392552432,-0.001209921355111998,0.0034560221185415685,0.0015420200462605838,0.0020543806646526885,-0.0006712228459847536,0.0017413619283292991,0.002685062789160586,-0.0004316546762590523,0.0014396987707185893,0.002098489087856592,0.002451731535396906
2018-07-02,-0.014648040146480357,0.006703194217766439,0.022210184182015258,0.004889056036103678,-0.005821851348728924,0.006258833030486688,-0.005338384708110988,0.007120862201693612,0.003135552339604608,0.006899920620382138,0.0013723696248857387,0.0,0.008924715704620834,0.002138012385727084,0.002233700963283791,-0.005808621216753185
2018-07-03,0.006194081211286839,-0.011580105378958927,0.0,-0.008982035928143617,0.0023423775131758973,-0.012239165329053114,-0.0017313019390582385,0.0028664246130325477,0.002404424140418193,0.000363856882959368,-0.005025125628140725,-0.004408190170147819,-0.0118419175345984,-0.003531229309203354,-0.003203788828527676,0.005842558425584121
2018-07-05,-0.0009575923392611818,0.01241872180891579,-0.041865394806571365,0.0022658610271901747,0.01382667964946438,0.015234613040828737,0.008671522719389424,0.005335365853658569,0.010314224034540631,0.01139670223084388,0.0049586776859502635,0.007820905404287037,0.014149581287900448,0.0081579918789223,0.004891000558971514,0.013145826964231055
