"Date","Price","Open","High","Low","Vol.","Change %"
"02/29/2016","164.96","166.16","167.21","164.96","3.49M","-0.79%"
"03/01/2016","168.52","166.01","168.59","165.71","3.91M","2.16%"
"03/02/2016","168.89","168.02","168.93","167.55","3.11M","0.22%"
"03/03/2016","169.35","168.73","169.39","168.12","2.97M","0.27%"
"03/04/2016","170.02","169.53","170.55","168.92","3.52M","0.40%"
"03/07/2016","170.62","169.37","170.93","169.30","3.24M","0.35%"
"03/08/2016","169.62","169.80","170.76","169.22","2.83M","-0.59%"
"03/09/2016","170.02","170.41","170.59","169.54","3.58M","0.24%"
"03/10/2016","170.06","170.67","171.40","168.30","4.87M","0.02%"
"03/11/2016","172.23","171.47","172.34","171.42","3.67M","1.28%"
"03/14/2016","172.41","171.70","172.89","171.70","2.66M","0.10%"
"03/15/2016","172.64","171.61","172.67","171.32","2.43M","0.13%"
"03/16/2016","173.47","172.21","173.94","172.16","3.56M","0.48%"
"03/17/2016","174.94","173.46","175.41","173.08","4.07M","0.85%"
"03/18/2016","175.69","175.27","175.95","175.04","5.11M","0.43%"
"03/21/2016","176.01","175.62","176.21","175.25","2.88M","0.18%"
"03/22/2016","175.70","175.30","176.26","175.15","3.98M","-0.18%"
"03/23/2016","174.81","175.22","175.55","174.60","5.04M","-0.51%"
"03/24/2016","174.94","173.85","174.94","173.70","5.10M","0.07%"
"03/28/2016","175.12","175.13","175.59","174.66","3.10M","0.10%"
"03/29/2016","176.07","174.49","176.18","174.06","5.58M","0.54%"
"03/30/2016","176.89","177.11","177.65","176.51","3.86M","0.47%"
"03/31/2016","176.64","176.93","177.30","176.43","3.16M","-0.14%"
"04/01/2016","177.72","175.71","177.85","175.41","4.04M","0.61%"
"04/04/2016","177.12","177.63","177.88","176.88","2.32M","-0.34%"
"04/05/2016","175.82","176.08","176.96","175.57","5.44M","-0.73%"
"04/06/2016","177.04","175.86","177.09","175.24","4.09M","0.69%"
"04/07/2016","175.29","175.78","176.23","174.68","5.25M","-0.99%"
"04/08/2016","175.66","176.25","176.81","175.11","2.57M","0.21%"
"04/11/2016","175.44","176.12","177.17","175.41","3.24M","-0.13%"
"04/12/2016","177.09","175.73","177.28","175.36","3.59M","0.94%"
"04/13/2016","178.92","178.00","179.02","177.92","5.40M","1.03%"
"04/14/2016","179.11","179.03","179.50","178.75","3.69M","0.11%"
"04/15/2016","178.68","178.99","179.14","178.41","3.80M","-0.24%"
"04/18/2016","179.78","178.13","179.83","178.10","2.57M","0.62%"
"04/19/2016","180.32","180.14","180.77","179.59","2.99M","0.30%"
"04/20/2016","180.75","180.00","181.42","180.00","2.63M","0.24%"
"04/21/2016","179.70","180.64","180.88","179.42","2.76M","-0.58%"
"04/22/2016","179.90","179.61","180.08","178.87","2.41M","0.11%"
"04/25/2016","179.54","179.23","179.59","178.33","2.49M","-0.20%"
"04/26/2016","179.64","179.84","180.26","179.11","2.24M","0.06%"
"04/27/2016","180.25","179.12","180.65","178.99","3.57M","0.34%"
"04/28/2016","178.20","179.06","180.15","177.74","3.55M","-1.14%"
"04/29/2016","177.59","177.40","177.95","176.29","5.50M","-0.34%"
"05/02/2016","178.70","178.08","178.91","177.51","2.46M","0.63%"
"05/03/2016","177.30","177.48","177.83","176.48","4.64M","-0.78%"
"05/04/2016","176.32","176.38","177.21","175.90","3.45M","-0.55%"
"05/05/2016","176.44","176.83","177.22","176.00","1.78M","0.07%"
"05/06/2016","177.34","175.69","177.40","175.68","2.94M","0.51%"
"05/09/2016","176.98","177.25","177.76","176.62","1.92M","-0.20%"
"05/10/2016","179.20","177.72","179.27","177.64","2.87M","1.25%"
"05/11/2016","177.30","178.70","178.94","177.26","2.70M","-1.06%"
"05/12/2016","177.42","177.81","178.12","176.40","2.53M","0.07%"
"05/13/2016","175.48","176.90","177.52","175.26","3.34M","-1.09%"
"05/16/2016","177.26","175.69","177.70","175.58","2.39M","1.01%"
"05/17/2016","175.56","176.91","177.24","174.92","3.35M","-0.96%"
"05/18/2016","175.63","175.08","176.73","174.53","4.10M","0.04%"
"05/19/2016","174.68","174.95","175.20","173.67","5.09M","-0.54%"
"05/20/2016","174.76","174.72","175.54","174.51","2.75M","0.05%"
"05/23/2016","174.78","174.84","175.33","174.60","1.74M","0.01%"
"05/24/2016","176.86","175.76","177.23","175.65","2.80M","1.19%"
"05/25/2016","178.28","177.50","178.74","177.45","2.73M","0.80%"
"05/26/2016","178.08","178.49","178.69","177.82","2.26M","-0.11%"
"05/27/2016","178.50","178.22","178.59","178.06","1.63M","0.24%"
"05/31/2016","177.65","178.98","178.98","177.13","2.40M","-0.48%"
"06/01/2016","177.73","176.98","177.97","176.55","2.48M","0.05%"
"06/02/2016","178.28","177.30","178.31","176.98","1.97M","0.31%"
"06/03/2016","178.06","177.87","178.29","176.84","4.37M","-0.12%"
"06/06/2016","179.18","178.49","179.46","178.41","2.72M","0.63%"
"06/07/2016","179.38","179.46","179.99","179.34","1.57M","0.11%"
"06/08/2016","180.06","179.67","180.18","179.54","1.71M","0.38%"
"06/09/2016","179.88","179.37","180.04","179.14","2.14M","-0.10%"
"06/10/2016","178.71","178.70","179.24","178.11","4.13M","-0.65%"
"06/13/2016","177.36","178.00","179.00","177.36","5.11M","-0.76%"
"06/14/2016","176.81","177.00","177.42","176.00","3.64M","-0.31%"
"06/15/2016","176.57","177.25","177.84","176.38","2.47M","-0.14%"
"06/16/2016","177.46","175.73","177.66","174.80","5.57M","0.50%"
"06/17/2016","176.52","177.15","177.15","175.77","2.75M","-0.53%"
"06/20/2016","177.80","178.40","179.23","177.76","2.96M","0.73%"
"06/21/2016","178.06","178.12","178.53","177.73","1.85M","0.15%"
"06/22/2016","177.57","178.23","178.95","177.43","2.97M","-0.28%"
"06/23/2016","179.81","179.02","179.83","178.67","2.95M","1.26%"
"06/24/2016","173.76","174.55","176.68","173.30","11.38M","-3.36%"
"06/27/2016","171.20","172.48","172.48","170.37","7.69M","-1.47%"
"06/28/2016","173.82","172.85","173.86","172.20","5.64M","1.53%"
"06/29/2016","176.64","175.16","176.82","175.00","5.58M","1.62%"
"06/30/2016","179.00","177.05","179.08","176.86","5.07M","1.34%"
"07/01/2016","179.31","178.78","179.80","178.78","4.00M","0.17%"
"07/05/2016","178.21","178.58","178.68","177.66","3.23M","-0.61%"
"07/06/2016","178.98","177.61","179.10","176.96","5.40M","0.43%"
"07/07/2016","178.79","179.15","179.72","178.04","2.34M","-0.11%"
"07/08/2016","181.30","180.01","181.56","179.98","5.18M","1.40%"
"07/11/2016","182.12","181.86","182.72","181.78","2.36M","0.45%"
"07/12/2016","183.39","183.01","183.62","182.78","3.13M","0.70%"
"07/13/2016","183.60","183.68","183.80","183.05","2.39M","0.11%"
"07/14/2016","184.96","185.06","185.27","184.57","3.35M","0.74%"
"07/15/2016","184.88","185.35","185.50","184.45","3.84M","-0.04%"
"07/18/2016","185.08","184.83","185.38","184.71","2.13M","0.11%"
"07/19/2016","185.42","185.01","185.42","184.82","2.05M","0.18%"
"07/20/2016","185.78","185.90","186.08","185.39","2.16M","0.19%"
"07/21/2016","184.98","185.54","185.73","184.54","2.84M","-0.43%"
"07/22/2016","185.51","185.00","185.57","184.76","3.08M","0.29%"
"07/25/2016","184.81","185.27","185.30","184.37","2.32M","-0.38%"
"07/26/2016","184.60","184.61","185.02","183.70","4.74M","-0.11%"
"07/27/2016","184.58","185.14","185.28","184.11","4.15M","-0.01%"
"07/28/2016","184.38","184.28","184.66","183.52","2.91M","-0.11%"
"07/29/2016","184.13","183.85","184.50","183.54","4.21M","-0.14%"
"08/01/2016","183.87","184.35","184.52","183.38","3.30M","-0.14%"
"08/02/2016","182.97","183.70","183.88","182.31","5.14M","-0.49%"
"08/03/2016","183.36","182.85","183.43","182.71","3.01M","0.21%"
"08/04/2016","183.45","183.50","183.89","183.15","2.37M","0.05%"
"08/05/2016","185.26","184.40","185.28","183.43","4.19M","0.99%"
"08/08/2016","185.28","185.50","185.70","185.02","2.08M","0.01%"
"08/09/2016","185.35","185.38","185.86","185.06","1.90M","0.04%"
"08/10/2016","185.12","185.40","185.78","184.84","1.62M","-0.12%"
"08/11/2016","186.30","185.70","186.58","185.60","2.19M","0.64%"
"08/12/2016","185.90","186.14","186.25","185.52","2.51M","-0.21%"
"08/15/2016","186.52","186.40","186.88","186.33","1.56M","0.33%"
"08/16/2016","185.76","186.17","186.37","185.72","1.61M","-0.41%"
"08/17/2016","186.10","185.77","186.22","185.09","2.95M","0.18%"
"08/18/2016","186.34","185.97","186.41","185.72","2.57M","0.13%"
"08/19/2016","185.32","185.30","185.65","184.72","2.37M","-0.55%"
"08/22/2016","185.12","184.95","185.51","184.46","3.15M","-0.11%"
"08/23/2016","185.30","185.70","186.13","185.25","1.65M","0.10%"
"08/24/2016","184.66","185.06","185.20","184.28","1.88M","-0.35%"
"08/25/2016","184.37","184.28","184.79","184.10","2.03M","-0.16%"
"08/26/2016","183.82","184.62","185.54","183.14","3.40M","-0.30%"
"08/29/2016","184.83","183.83","185.04","183.83","2.23M","0.55%"
"08/30/2016","184.51","184.93","185.15","184.02","1.87M","-0.17%"
"08/31/2016","183.94","184.25","184.36","183.27","1.88M","-0.31%"
"09/01/2016","184.10","183.73","184.28","182.90","3.00M","0.09%"
"09/02/2016","184.86","184.94","185.42","184.32","2.65M","0.41%"
"09/06/2016","185.32","185.11","185.49","184.45","2.15M","0.25%"
"09/07/2016","185.32","185.37","185.40","184.78","1.80M","0.00%"
"09/08/2016","184.82","184.68","185.11","184.48","2.23M","-0.27%"
"09/09/2016","180.91","183.57","183.75","180.91","8.24M","-2.12%"
"09/12/2016","183.30","180.09","183.64","179.93","7.06M","1.32%"
"09/13/2016","180.80","182.06","182.32","180.38","7.48M","-1.36%"
"09/14/2016","180.43","180.84","181.74","180.01","2.99M","-0.20%"
"09/15/2016","182.26","180.37","182.62","180.23","3.99M","1.01%"
"09/16/2016","180.97","181.50","181.50","180.44","2.84M","-0.71%"
"09/19/2016","180.98","181.88","182.32","180.67","2.26M","0.01%"
"09/20/2016","181.05","181.81","182.04","181.03","2.00M","0.04%"
"09/21/2016","182.66","181.66","182.84","180.96","4.50M","0.89%"
"09/22/2016","183.66","183.66","184.26","183.32","2.32M","0.55%"
"09/23/2016","182.42","183.41","183.52","182.29","1.74M","-0.68%"
"09/26/2016","180.75","181.51","181.55","180.58","2.64M","-0.92%"
"09/27/2016","182.00","180.58","182.14","180.24","3.72M","0.69%"
"09/28/2016","183.10","182.36","183.23","181.52","6.41M","0.60%"
"09/29/2016","181.22","182.82","183.42","180.65","3.38M","-1.03%"
"09/30/2016","182.78","182.13","183.44","181.97","4.58M","0.86%"
"10/03/2016","182.32","182.31","182.57","181.78","1.99M","-0.25%"
"10/04/2016","181.48","182.62","182.93","180.94","2.81M","-0.46%"
"10/05/2016","182.66","182.16","183.02","182.11","1.82M","0.65%"
"10/06/2016","182.52","182.34","182.74","181.47","2.37M","-0.08%"
"10/07/2016","182.22","182.80","182.99","181.32","2.53M","-0.16%"
"10/10/2016","183.12","183.20","183.85","183.04","1.88M","0.49%"
"10/11/2016","181.20","182.86","182.89","180.45","3.95M","-1.05%"
"10/12/2016","181.37","181.00","181.80","180.66","1.92M","0.09%"
"10/13/2016","180.84","180.13","181.22","179.43","3.46M","-0.29%"
"10/14/2016","181.29","182.00","182.46","181.21","2.70M","0.25%"
"10/17/2016","180.72","181.17","181.51","180.45","1.80M","-0.31%"
"10/18/2016","181.37","181.94","182.10","181.12","1.72M","0.36%"
"10/19/2016","182.00","181.85","182.41","181.57","1.50M","0.35%"
"10/20/2016","181.54","181.72","182.45","181.22","2.36M","-0.25%"
"10/21/2016","181.22","180.60","181.45","180.23","5.61M","-0.18%"
"10/24/2016","181.96","182.36","182.50","181.65","1.91M","0.41%"
"10/25/2016","181.48","181.82","182.17","181.25","3.35M","-0.26%"
"10/26/2016","181.77","180.60","182.12","180.35","5.38M","0.16%"
"10/27/2016","181.53","182.30","182.35","181.23","2.03M","-0.13%"
"10/28/2016","181.36","181.82","182.32","180.67","3.73M","-0.09%"
"10/31/2016","181.17","181.58","181.70","181.05","1.42M","-0.10%"
"11/01/2016","180.12","181.52","181.52","179.14","3.62M","-0.58%"
"11/02/2016","179.35","179.66","180.21","179.05","3.55M","-0.43%"
"11/03/2016","179.11","179.70","179.89","178.84","1.97M","-0.13%"
